time_s,v_mph,v_veh_m_per_s,accel_m_per_s,delta_distance_km,total_distance_km,brake_force_n,power_demand_drag_kw,power_demand_rolling_resistance_kw,power_demand_acceleration_kw,power_demand_accessories_kw,power_demand_vehicle_kw,total_vehicle_energy_mj,average_e_veh_over_vkt_mj_per_km,eta,instant_fuel_req_kw,total_fuel_energy_mj,fuel_consumption_liters,fuel_efficiency_km_per_l,avg_fuel_mj_per_km
33,22.1,9.879584000000001,-0.17881599999999764,0.009968992,0.086703408,312.28826880309845,0.0,0.0,0.0,0.8571428571428572,0.8571428571428572,0.2210635728105869,2.5496526366136254,0.016428695165765086,52.17352008143734,2.3706599535626713,0.06931754250183249,1.25081479912113,27.34217729437661
34,21.5,9.61136,-0.2682240000000018,0.009745472,0.09644888,578.33176342466,0.0,0.0,0.0,0.8571428571428572,0.8571428571428572,0.22192071566772975,2.3009154244997947,0.016428695165765086,52.17352008143734,2.4228334736441086,0.07084308402468154,1.3614438350312004,25.12038992722475
35,20.9,9.343136,-0.268224,0.009477247999999999,0.105926128,576.2112719557024,0.0,0.0,0.0,0.8571428571428572,0.8571428571428572,0.2227778585248726,2.1031436032937276,0.016428695165765086,52.17352008143734,2.475006993725546,0.07236862554753058,1.4637023599464296,23.365406066060924
36,20.4,9.119615999999999,-0.2235200000000006,0.009231376,0.115157504,440.37803969022195,0.0,0.0,0.0,0.8571428571428572,0.8571428571428572,0.22363500138201547,1.9419924330942036,0.016428695165765086,52.17352008143734,2.527180513806983,0.07389416707037962,1.5584112869195699,21.945426272932966
37,19.8,8.851392,-0.26822399999999824,0.008985503999999998,0.124143008,572.4795737220101,0.0,0.0,0.0,0.8571428571428572,0.8571428571428572,0.22449214423915834,1.8083349828220558,0.016428695165765086,52.17352008143734,2.5793540338884204,0.07541970859322866,1.6460287412346992,20.777279972855343
38,17.0,7.59968,-1.2517120000000004,0.008225536,0.132368544,3514.3549164515425,0.0,0.0,0.0,0.8571428571428572,0.8571428571428572,0.2253492870963012,1.7024383610074398,0.016428695165765086,52.17352008143734,2.6315275539698577,0.07694525011607771,1.720295194314296,19.88030898012943
39,14.9,6.660896,-0.9387840000000001,0.007130288,0.13949883200000002,2569.9871222886054,0.0,0.0,0.0,0.8571428571428572,0.8571428571428572,0.22620642995344406,1.6215650461750393,0.016428695165765086,52.17352008143734,2.683701074051295,0.07847079163892674,1.7777166393565387,19.238161607340874
40,14.9,6.660896,0.0,0.006660896,0.14615972800000002,0.0,0.1232606950316783,1.7642715235200002,0.0,0.8571428571428572,2.744675075694536,0.22800733891986275,1.5599874331995385,0.048004605638944736,57.17524473251502,2.738375456458271,0.08006945779117751,1.8254117366597766,18.735499127764324
41,15.2,6.795008,0.134112,0.006727952000000001,0.15288768000000003,0.0,0.13085688288961167,1.79979376896,2.733876338688,0.8571428571428572,5.521669847680469,0.23214051138155026,1.518372908670929,0.08485970505091366,65.0682187071898,2.7994971881781234,0.08185664292918489,1.8677492079936004,18.310809531403205
42,15.5,6.92912,0.134112,0.006862064,0.15974974400000003,0.0,0.13875891699391105,1.8353160144,2.78783442432,0.8571428571428572,5.619052212856769,0.23771087241181887,1.4880203652271196,0.08597552357288335,65.35641749355995,2.864709506278498,0.08376343585609643,1.9071536687492887,17.932482610291366
